 Timestamp,FIT101,LIT101, MV101,P101,P102, AIT201,AIT202,AIT203,FIT201, MV201, P201, P202,P203, P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302, MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
 28/12/2015 10:29:40 AM,2.43026,827.8799,2,1,1,262.625,8.46533,319.7898,0,1,1,1,1,1,1,1,19.73558,2.209525,819.1409,1,2,1,1,1,2,148.808,154.5245,1.715952,811.0228,1,2,1,1,2,7.876058,143.5529,262.5288,12.11228,1.723789,1.28103,0.7353967,0.3084265,2,1,250.032,1.665972,188.8458,0.000128152,1,1,1,Attack
 28/12/2015 10:29:41 AM,2.483105,828.7042,2,1,1,262.625,8.46533,319.7898,0,1,1,1,1,1,1,1,19.73558,2.209525,818.42,1,2,1,1,1,2,148.808,154.5245,1.715952,810.8306,1,2,1,1,2,7.876058,143.5529,262.5288,12.11228,1.721738,1.28167,0.7353967,0.3084265,2,1,250.032,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:42 AM,2.519937,829.2145,2,1,1,262.625,8.461164,319.7898,0,1,1,1,1,1,1,1,19.73558,2.209909,818.0194,1,2,1,1,1,2,148.808,154.5245,1.714029,810.6383,1,2,1,1,2,7.876058,143.5529,262.5288,12.11228,1.721738,1.298322,0.7353967,0.3084265,2,1,249.7917,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:43 AM,2.563174,829.9211,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.73558,2.209909,817.4186,1,2,1,1,1,2,148.808,154.5245,1.712363,810.7537,1,2,1,1,2,7.876058,143.5529,262.5288,12.11228,1.721738,1.295248,0.7353967,0.3084265,2,1,249.7597,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:44 AM,2.596163,830.3921,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.65235,2.209909,817.4186,1,2,1,1,1,2,148.808,154.5245,1.711723,810.3691,1,2,1,1,2,7.876058,143.5529,262.5288,12.11228,1.721738,1.291149,0.7353967,0.3084265,2,1,249.7597,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:45 AM,2.630112,831.2949,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.65235,2.209909,816.5775,1,2,1,1,1,2,148.808,154.5245,1.711723,810.5229,1,2,1,1,2,7.876058,143.5529,262.5288,11.92002,1.721738,1.298322,0.7353967,0.3084265,2,1,250.032,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:46 AM,2.641963,832.08,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.61073,2.209909,816.3372,1,2,1,1,1,2,148.808,154.5245,1.711723,810.3691,1,2,1,1,2,7.876058,143.5529,262.5288,11.92002,1.724173,1.293326,0.7353967,0.3084265,2,1,250.032,1.665972,188.7337,0.000128152,1,1,1,Attack
 28/12/2015 10:29:47 AM,2.649649,832.551,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.61073,2.209909,815.2557,1,2,1,1,1,2,148.808,154.5245,1.711723,810.7921,1,2,1,1,2,7.876058,143.5529,262.5288,11.92002,1.724173,1.281927,0.7353967,0.3084265,2,1,250.032,1.665972,188.8939,0.000128152,1,1,1,Attack
 28/12/2015 10:29:48 AM,2.639721,833.2576,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.61073,2.209909,814.8151,1,2,1,1,1,2,148.808,154.5245,1.711723,810.7152,1,2,1,1,2,7.876058,143.5529,262.3686,11.92002,1.724173,1.28167,0.7377012,0.3084265,2,1,250.1442,1.665972,188.9259,0.000128152,1,1,1,Attack
 28/12/2015 10:29:49 AM,2.618582,833.7286,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.65235,2.209909,813.974,1,2,1,1,1,2,148.808,154.5245,1.714029,810.4076,1,2,1,1,2,7.876058,143.5529,262.3686,11.92002,1.724173,1.281542,0.7377012,0.3084265,2,1,250.1762,1.665972,188.9419,0.000128152,1,1,1,Attack
 28/12/2015 10:29:50 AM,2.609935,834.4351,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.67476,2.209909,814.014,1,2,1,1,1,2,148.808,154.5245,1.714798,810.9075,1,2,1,1,2,7.876058,143.5529,262.3686,11.92002,1.726993,1.288587,0.7384694,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:51 AM,2.603209,834.9454,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.68756,2.209013,813.5735,1,2,1,1,1,2,148.808,154.5245,1.714798,810.9075,1,2,1,1,2,7.876058,143.5529,262.3686,11.92002,1.726993,1.302037,0.7387255,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:52 AM,2.593281,835.338,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.73878,2.209013,813.5735,1,2,1,1,1,2,148.808,154.5245,1.714798,811.0997,1,2,1,1,2,7.876058,143.5529,262.3686,12.15073,1.726993,1.302037,0.7387255,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:53 AM,2.56926,836.0052,2,1,1,262.625,8.460524,319.7898,0,1,1,1,1,1,1,1,19.73878,2.209013,812.9326,1,2,1,1,1,2,148.808,154.7039,1.714798,811.292,1,2,1,1,2,7.876058,143.5529,262.3686,12.15073,1.726993,1.302037,0.7361649,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:54 AM,2.554527,836.1622,2,1,1,262.625,8.460524,319.8154,0,1,1,1,1,1,1,1,19.73878,2.209013,812.452,1,2,1,1,1,2,148.808,154.7039,1.71467,810.8306,1,2,1,1,2,7.876058,143.5529,262.3686,12.15073,1.726993,1.302037,0.7357808,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:55 AM,2.538833,836.3585,2,1,1,262.625,8.460524,319.8667,0,1,1,1,1,1,1,1,19.73878,2.209013,812.0114,1,2,1,1,1,2,148.808,154.7039,1.713261,811.0997,1,2,1,1,2,7.876058,143.5529,262.3686,12.15073,1.726993,1.302037,0.7351407,0.3084265,2,1,250.1762,1.665972,189.0541,0.000128152,1,1,1,Attack
 28/12/2015 10:29:56 AM,2.524101,836.3978,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.73878,2.207731,811.1302,1,2,1,1,1,2,148.808,154.5501,1.713261,810.7537,1,2,1,1,2,7.876058,143.5529,262.3686,12.15073,1.726993,1.302037,0.7351407,0.3084265,2,1,250.1762,1.665972,188.974,0.000128152,1,1,1,Attack
 28/12/2015 10:29:57 AM,2.506485,836.3978,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.73878,2.207731,810.8498,1,2,1,1,1,2,148.808,154.5501,1.713261,810.7921,1,2,1,1,2,7.876058,143.3479,262.3686,12.15073,1.726993,1.293455,0.7351407,0.3084265,2,1,250.1762,1.665972,188.974,0.000128152,1,1,1,Attack
 28/12/2015 10:29:58 AM,2.493675,836.7118,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.67155,2.207731,810.4092,1,2,1,1,1,2,148.808,154.5501,1.71467,810.5999,1,2,1,1,2,7.876058,143.3479,262.3686,12.15073,1.726993,1.292046,0.7351407,0.3084265,2,1,250.1762,1.665972,188.974,0.000128152,1,1,1,Attack
 28/12/2015 10:29:59 AM,2.477981,837.2614,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.67155,2.207731,810.2089,1,2,1,1,1,2,148.808,154.5501,1.716592,810.9844,1,2,1,1,2,7.874135,143.3479,262.3686,12.15073,1.726737,1.290893,0.7351407,0.3084265,2,1,250.1762,1.665972,188.974,0.000128152,1,1,1,Attack
 28/12/2015 10:30:00 AM,2.462287,837.6539,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.67155,2.208372,810.4493,1,2,1,1,1,2,148.808,154.5501,1.717105,810.7921,1,2,1,1,2,7.872853,143.3479,262.3686,12.15073,1.726737,1.282311,0.7351407,0.3084265,2,1,250.1762,1.665972,188.974,0.000128152,1,1,1,Attack
 28/12/2015 10:30:01 AM,2.447234,838.2427,2,1,1,262.625,8.462767,319.8667,0,1,1,1,1,1,1,1,19.67155,2.208884,809.8484,1,2,1,1,1,2,148.808,154.5501,1.717105,810.3691,1,2,1,1,2,7.872853,143.3479,262.3686,12.15073,1.726737,1.288843,0.7351407,0.3084265,2,1,250.1762,1.665972,189.1022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:02 AM,2.432181,838.6744,2,1,1,262.625,8.463728,319.8667,0,1,1,1,1,1,1,1,19.67155,2.208884,809.6082,1,2,1,1,1,2,148.808,154.5501,1.717105,810.3307,1,2,1,1,2,7.872853,143.3479,262.3686,12.15073,1.725583,1.292046,0.7351407,0.3084265,2,1,250.1762,1.665972,189.1022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:03 AM,2.428018,839.3025,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.67155,2.208884,809.2476,1,2,1,1,1,2,148.808,154.5501,1.717105,810.2922,1,2,1,1,2,7.872853,143.3222,262.3686,12.15073,1.724814,1.286282,0.7351407,0.3084265,2,1,250.1762,1.665972,189.1022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:04 AM,2.428018,839.3025,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.73238,2.208884,808.5267,1,2,1,1,1,2,148.808,154.5501,1.717105,810.5614,1,2,1,1,2,7.872853,143.3222,262.3686,12.15073,1.724814,1.286282,0.7351407,0.3084265,2,1,250.1762,1.665972,189.0861,0.000128152,1,1,1,Attack
 28/12/2015 10:30:05 AM,2.444031,839.695,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.73558,2.208884,808.5267,1,2,1,1,1,2,148.808,154.5501,1.717105,810.6383,1,2,1,1,2,7.872853,143.3222,262.3686,12.15073,1.724814,1.283592,0.7351407,0.3084265,2,1,250.1762,1.665972,189.006,0.000128152,1,1,1,Attack
 28/12/2015 10:30:06 AM,2.496237,839.3025,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.75159,2.208884,808.3665,1,2,1,1,1,2,148.808,154.5501,1.715824,810.5999,1,2,1,1,2,7.872853,143.3222,262.3686,12.15073,1.724814,1.271423,0.7351407,0.3084265,2,1,250.1762,1.665972,189.006,0.000128152,1,1,1,Attack
 28/12/2015 10:30:07 AM,2.528264,840.0483,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.70677,2.208628,807.1248,1,2,1,1,1,2,148.808,154.5501,1.715567,810.9844,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.724814,1.271295,0.7351407,0.3084265,2,1,250.2563,1.69801,189.006,0.000128152,1,1,1,Attack
 28/12/2015 10:30:08 AM,2.575345,840.7941,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.66835,2.207731,806.564,1,2,1,1,1,2,148.808,154.5501,1.715567,810.7921,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.726737,1.271295,0.7351407,0.3075937,2,1,250.4005,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:09 AM,2.60481,841.4221,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.66835,2.207091,805.6027,1,2,1,1,1,2,148.808,154.5501,1.717105,811.0997,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.726737,1.28372,0.7351407,0.306761,2,1,250.4005,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:10 AM,2.636198,842.0502,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.66835,2.20645,805.082,1,2,1,1,1,2,148.808,154.5501,1.717746,811.0997,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.728019,1.292174,0.7351407,0.306761,2,1,250.4005,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:11 AM,2.65061,842.6782,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.72277,2.20645,804.5613,1,2,1,1,1,2,148.808,154.5501,1.717746,811.4843,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.728147,1.292174,0.7351407,0.3081703,2,1,250.4005,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:12 AM,2.654133,843.424,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.72277,2.209909,803.9205,1,2,1,1,1,2,148.808,154.5501,1.717746,811.4843,1,2,1,1,2,7.874455,143.3222,262.3686,12.07383,1.728147,1.292174,0.7351407,0.3084905,2,1,250.4005,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:13 AM,2.654133,843.8558,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.72277,2.209909,804.1207,1,2,1,1,1,2,148.808,154.5501,1.717746,812.0995,1,2,1,1,2,7.874455,143.3222,262.3686,12.07383,1.727506,1.281158,0.7351407,0.3084905,2,1,250.3365,1.69801,189.2143,0.000128152,1,1,1,Attack
 28/12/2015 10:30:14 AM,2.628511,844.7586,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.69396,2.209909,803.3998,1,2,1,1,1,2,148.808,154.5501,1.717746,812.3302,1,2,1,1,2,7.874455,143.3222,262.3686,11.84312,1.726737,1.280646,0.7351407,0.3084905,2,1,250.2563,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:15 AM,2.620824,844.9156,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.69396,2.209909,802.5987,1,2,1,1,1,2,148.808,154.5501,1.717746,812.7531,1,2,1,1,2,7.874455,143.3222,262.3686,11.84312,1.726737,1.280646,0.7351407,0.3084905,2,1,250.1923,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:16 AM,2.606412,845.5829,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.73878,2.209909,801.9578,1,2,1,1,1,2,148.808,154.5501,1.717746,813.0223,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.725455,1.281927,0.7357808,0.3084905,2,1,250.1923,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:17 AM,2.593601,846.0147,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.74838,2.209909,801.1968,1,2,1,1,1,2,148.808,154.5501,1.717746,813.7144,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.725455,1.282439,0.7357808,0.3084905,2,1,250.1923,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:18 AM,2.5699,846.682,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.74838,2.209909,800.8764,1,2,1,1,1,2,148.808,154.5501,1.717746,813.5222,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.725455,1.282439,0.7378293,0.3084905,2,1,250.1923,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:19 AM,2.549723,846.9568,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.73238,2.209909,800.5159,1,2,1,1,1,2,148.808,154.5501,1.715439,813.676,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.725455,1.279877,0.7387255,0.3084905,2,1,250.1923,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:20 AM,2.528264,847.7418,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.68756,2.208116,800.1154,1,2,1,1,1,2,148.808,154.5501,1.713901,814.2912,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.725455,1.263994,0.7357808,0.3084905,2,1,250.0801,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:21 AM,2.516414,848.1343,2,1,1,262.625,8.46533,320.0461,0,1,1,1,1,1,1,1,19.68756,2.208116,799.7549,1,2,1,1,1,2,148.808,154.5501,1.713645,814.445,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.724942,1.261432,0.7352687,0.3084905,2,1,249.9519,1.69801,189.022,0.000128152,1,1,1,Attack
 28/12/2015 10:30:22 AM,2.496877,848.6839,2,1,1,262.625,8.46533,320.0461,0,0,1,1,1,1,1,1,19.72598,2.208116,799.3143,1,2,1,1,1,2,148.808,154.5501,1.712363,814.8295,1,2,1,1,2,7.874455,143.3222,262.3686,12.15073,1.724045,1.261432,0.7348846,0.3084905,2,1,249.9519,1.69801,189.022,0.000128152,1,1,1,Attack
